,Buy,Sell,Type
1099,2012-06-22T00:00:00.000000000,2012-06-25T00:00:00.000000000,3
1100,2012-06-29T00:00:00.000000000,2012-07-02T00:00:00.000000000,3
1101,2012-07-06T00:00:00.000000000,2012-07-09T00:00:00.000000000,3
1102,2012-07-13T00:00:00.000000000,2012-07-16T00:00:00.000000000,3
1103,2012-07-20T00:00:00.000000000,2012-07-23T00:00:00.000000000,3
1104,2012-07-27T00:00:00.000000000,2012-07-30T00:00:00.000000000,3
1105,2012-08-03T00:00:00.000000000,2012-08-06T00:00:00.000000000,3
1106,2012-08-10T00:00:00.000000000,2012-08-13T00:00:00.000000000,3
1107,2012-08-17T00:00:00.000000000,2012-08-20T00:00:00.000000000,3
1108,2012-08-24T00:00:00.000000000,2012-08-27T00:00:00.000000000,3
1109,2012-08-31T00:00:00.000000000,2012-09-03T00:00:00.000000000,3
1110,2012-09-07T00:00:00.000000000,2012-09-10T00:00:00.000000000,3
1111,2012-09-14T00:00:00.000000000,2012-09-17T00:00:00.000000000,3
1112,2012-09-21T00:00:00.000000000,2012-09-24T00:00:00.000000000,3
1113,2012-09-28T00:00:00.000000000,2012-10-01T00:00:00.000000000,3
1114,2012-10-05T00:00:00.000000000,2012-10-08T00:00:00.000000000,3
1115,2012-10-12T00:00:00.000000000,2012-10-15T00:00:00.000000000,3
1116,2012-10-19T00:00:00.000000000,2012-10-22T00:00:00.000000000,3
1117,2012-10-26T00:00:00.000000000,2012-10-29T00:00:00.000000000,3
1118,2012-11-02T00:00:00.000000000,2012-11-05T00:00:00.000000000,3
1119,2012-11-09T00:00:00.000000000,2012-11-12T00:00:00.000000000,3
1120,2012-11-16T00:00:00.000000000,2012-11-19T00:00:00.000000000,3
1121,2012-11-23T00:00:00.000000000,2012-11-26T00:00:00.000000000,3
1122,2012-11-30T00:00:00.000000000,2012-12-03T00:00:00.000000000,3
1123,2012-12-07T00:00:00.000000000,2012-12-10T00:00:00.000000000,3
1124,2012-12-14T00:00:00.000000000,2012-12-17T00:00:00.000000000,3
1125,2012-12-21T00:00:00.000000000,2012-12-24T00:00:00.000000000,3
1126,2012-12-28T00:00:00.000000000,2012-12-31T00:00:00.000000000,3
1127,2013-01-04T00:00:00.000000000,2013-01-07T00:00:00.000000000,3
1128,2013-01-11T00:00:00.000000000,2013-01-14T00:00:00.000000000,3
1129,2013-01-18T00:00:00.000000000,2013-01-21T00:00:00.000000000,3
1130,2013-01-25T00:00:00.000000000,2013-01-28T00:00:00.000000000,3
1131,2013-02-01T00:00:00.000000000,2013-02-04T00:00:00.000000000,3
1132,2013-02-08T00:00:00.000000000,2013-02-11T00:00:00.000000000,3
1133,2013-02-15T00:00:00.000000000,2013-02-18T00:00:00.000000000,3
1134,2013-02-22T00:00:00.000000000,2013-02-25T00:00:00.000000000,3
1135,2013-03-01T00:00:00.000000000,2013-03-04T00:00:00.000000000,3
1136,2013-03-08T00:00:00.000000000,2013-03-11T00:00:00.000000000,3
1137,2013-03-15T00:00:00.000000000,2013-03-18T00:00:00.000000000,3
1138,2013-03-22T00:00:00.000000000,2013-03-25T00:00:00.000000000,3
1139,2013-03-29T00:00:00.000000000,2013-04-01T00:00:00.000000000,3
1140,2013-04-05T00:00:00.000000000,2013-04-08T00:00:00.000000000,3
1141,2013-04-12T00:00:00.000000000,2013-04-15T00:00:00.000000000,3
1142,2013-04-19T00:00:00.000000000,2013-04-22T00:00:00.000000000,3
1143,2013-04-26T00:00:00.000000000,2013-04-29T00:00:00.000000000,3
1144,2013-05-03T00:00:00.000000000,2013-05-06T00:00:00.000000000,3
1145,2013-05-10T00:00:00.000000000,2013-05-13T00:00:00.000000000,3
1146,2013-05-17T00:00:00.000000000,2013-05-20T00:00:00.000000000,3
1147,2013-05-24T00:00:00.000000000,2013-05-27T00:00:00.000000000,3
1148,2013-05-31T00:00:00.000000000,2013-06-03T00:00:00.000000000,3
1149,2013-06-07T00:00:00.000000000,2013-06-10T00:00:00.000000000,3
1150,2013-06-14T00:00:00.000000000,2013-06-17T00:00:00.000000000,3
1151,2013-06-21T00:00:00.000000000,2013-06-24T00:00:00.000000000,3
1152,2013-06-28T00:00:00.000000000,2013-07-01T00:00:00.000000000,3
1153,2013-07-05T00:00:00.000000000,2013-07-08T00:00:00.000000000,3
1154,2013-07-12T00:00:00.000000000,2013-07-15T00:00:00.000000000,3
1155,2013-07-19T00:00:00.000000000,2013-07-22T00:00:00.000000000,3
1156,2013-07-26T00:00:00.000000000,2013-07-29T00:00:00.000000000,3
1157,2013-08-02T00:00:00.000000000,2013-08-05T00:00:00.000000000,3
1158,2013-08-09T00:00:00.000000000,2013-08-12T00:00:00.000000000,3
1159,2013-08-16T00:00:00.000000000,2013-08-19T00:00:00.000000000,3
1160,2013-08-23T00:00:00.000000000,2013-08-26T00:00:00.000000000,3
1161,2013-08-30T00:00:00.000000000,2013-09-02T00:00:00.000000000,3
1162,2013-09-06T00:00:00.000000000,2013-09-09T00:00:00.000000000,3
1163,2013-09-13T00:00:00.000000000,2013-09-16T00:00:00.000000000,3
1164,2013-09-20T00:00:00.000000000,2013-09-23T00:00:00.000000000,3
1165,2013-09-27T00:00:00.000000000,2013-09-30T00:00:00.000000000,3
1166,2013-10-04T00:00:00.000000000,2013-10-07T00:00:00.000000000,3
1167,2013-10-11T00:00:00.000000000,2013-10-14T00:00:00.000000000,3
1168,2013-10-18T00:00:00.000000000,2013-10-21T00:00:00.000000000,3
1169,2013-10-25T00:00:00.000000000,2013-10-28T00:00:00.000000000,3
1170,2013-11-01T00:00:00.000000000,2013-11-04T00:00:00.000000000,3
1171,2013-11-08T00:00:00.000000000,2013-11-11T00:00:00.000000000,3
1172,2013-11-15T00:00:00.000000000,2013-11-18T00:00:00.000000000,3
1173,2013-11-22T00:00:00.000000000,2013-11-25T00:00:00.000000000,3
1174,2013-11-29T00:00:00.000000000,2013-12-02T00:00:00.000000000,3
1175,2013-12-06T00:00:00.000000000,2013-12-09T00:00:00.000000000,3
1176,2013-12-13T00:00:00.000000000,2013-12-16T00:00:00.000000000,3
1177,2013-12-20T00:00:00.000000000,2013-12-23T00:00:00.000000000,3
1178,2013-12-27T00:00:00.000000000,2013-12-30T00:00:00.000000000,3
1179,2014-01-03T00:00:00.000000000,2014-01-06T00:00:00.000000000,3
1180,2014-01-10T00:00:00.000000000,2014-01-13T00:00:00.000000000,3
1181,2014-01-17T00:00:00.000000000,2014-01-20T00:00:00.000000000,3
1182,2014-01-24T00:00:00.000000000,2014-01-27T00:00:00.000000000,3
1183,2014-01-31T00:00:00.000000000,2014-02-03T00:00:00.000000000,3
1184,2014-02-07T00:00:00.000000000,2014-02-10T00:00:00.000000000,3
1185,2014-02-14T00:00:00.000000000,2014-02-17T00:00:00.000000000,3
1186,2014-02-21T00:00:00.000000000,2014-02-24T00:00:00.000000000,3
1187,2014-02-28T00:00:00.000000000,2014-03-03T00:00:00.000000000,3
1188,2014-03-07T00:00:00.000000000,2014-03-10T00:00:00.000000000,3
1189,2014-03-14T00:00:00.000000000,2014-03-17T00:00:00.000000000,3
1190,2014-03-21T00:00:00.000000000,2014-03-24T00:00:00.000000000,3
1191,2014-03-28T00:00:00.000000000,2014-03-31T00:00:00.000000000,3
1192,2014-04-04T00:00:00.000000000,2014-04-07T00:00:00.000000000,3
1193,2014-04-11T00:00:00.000000000,2014-04-14T00:00:00.000000000,3
1194,2014-04-18T00:00:00.000000000,2014-04-21T00:00:00.000000000,3
1195,2014-04-25T00:00:00.000000000,2014-04-28T00:00:00.000000000,3
1196,2014-05-02T00:00:00.000000000,2014-05-05T00:00:00.000000000,3
1197,2014-05-09T00:00:00.000000000,2014-05-12T00:00:00.000000000,3
1198,2014-05-16T00:00:00.000000000,2014-05-19T00:00:00.000000000,3
1199,2014-05-23T00:00:00.000000000,2014-05-26T00:00:00.000000000,3
1200,2014-05-30T00:00:00.000000000,2014-06-02T00:00:00.000000000,3
1201,2014-06-06T00:00:00.000000000,2014-06-09T00:00:00.000000000,3
1202,2014-06-13T00:00:00.000000000,2014-06-16T00:00:00.000000000,3
1203,2014-06-20T00:00:00.000000000,2014-06-23T00:00:00.000000000,3
1204,2014-06-27T00:00:00.000000000,2014-06-30T00:00:00.000000000,3
1205,2014-07-04T00:00:00.000000000,2014-07-07T00:00:00.000000000,3
1206,2014-07-11T00:00:00.000000000,2014-07-14T00:00:00.000000000,3
1207,2014-07-18T00:00:00.000000000,2014-07-21T00:00:00.000000000,3
1208,2014-07-25T00:00:00.000000000,2014-07-28T00:00:00.000000000,3
1209,2014-08-01T00:00:00.000000000,2014-08-04T00:00:00.000000000,3
1210,2014-08-08T00:00:00.000000000,2014-08-11T00:00:00.000000000,3
1211,2014-08-15T00:00:00.000000000,2014-08-18T00:00:00.000000000,3
1212,2014-08-22T00:00:00.000000000,2014-08-25T00:00:00.000000000,3
1213,2014-08-29T00:00:00.000000000,2014-09-01T00:00:00.000000000,3
1214,2014-09-05T00:00:00.000000000,2014-09-08T00:00:00.000000000,3
1215,2014-09-12T00:00:00.000000000,2014-09-15T00:00:00.000000000,3
1216,2014-09-19T00:00:00.000000000,2014-09-22T00:00:00.000000000,3
1217,2014-09-26T00:00:00.000000000,2014-09-29T00:00:00.000000000,3
1218,2014-10-03T00:00:00.000000000,2014-10-06T00:00:00.000000000,3
1219,2014-10-10T00:00:00.000000000,2014-10-13T00:00:00.000000000,3
1220,2014-10-17T00:00:00.000000000,2014-10-20T00:00:00.000000000,3
1221,2014-10-24T00:00:00.000000000,2014-10-27T00:00:00.000000000,3
1222,2014-10-31T00:00:00.000000000,2014-11-03T00:00:00.000000000,3
1223,2014-11-07T00:00:00.000000000,2014-11-10T00:00:00.000000000,3
1224,2014-11-14T00:00:00.000000000,2014-11-17T00:00:00.000000000,3
1225,2014-11-21T00:00:00.000000000,2014-11-24T00:00:00.000000000,3
1226,2014-11-28T00:00:00.000000000,2014-12-01T00:00:00.000000000,3
1227,2014-12-05T00:00:00.000000000,2014-12-08T00:00:00.000000000,3
1228,2014-12-12T00:00:00.000000000,2014-12-15T00:00:00.000000000,3
1229,2014-12-19T00:00:00.000000000,2014-12-22T00:00:00.000000000,3
1230,2014-12-26T00:00:00.000000000,2014-12-29T00:00:00.000000000,3
1231,2015-01-02T00:00:00.000000000,2015-01-05T00:00:00.000000000,3
1232,2015-01-09T00:00:00.000000000,2015-01-12T00:00:00.000000000,3
1233,2015-01-16T00:00:00.000000000,2015-01-19T00:00:00.000000000,3
1234,2015-01-23T00:00:00.000000000,2015-01-26T00:00:00.000000000,3
1235,2015-01-30T00:00:00.000000000,2015-02-02T00:00:00.000000000,3
1236,2015-02-06T00:00:00.000000000,2015-02-09T00:00:00.000000000,3
1237,2015-02-13T00:00:00.000000000,2015-02-16T00:00:00.000000000,3
1238,2015-02-20T00:00:00.000000000,2015-02-23T00:00:00.000000000,3
1239,2015-02-27T00:00:00.000000000,2015-03-02T00:00:00.000000000,3
1240,2015-03-06T00:00:00.000000000,2015-03-09T00:00:00.000000000,3
1241,2015-03-13T00:00:00.000000000,2015-03-16T00:00:00.000000000,3
1242,2015-03-20T00:00:00.000000000,2015-03-23T00:00:00.000000000,3
1243,2015-03-27T00:00:00.000000000,2015-03-30T00:00:00.000000000,3
1244,2015-04-03T00:00:00.000000000,2015-04-06T00:00:00.000000000,3
1245,2015-04-10T00:00:00.000000000,2015-04-13T00:00:00.000000000,3
1246,2015-04-17T00:00:00.000000000,2015-04-20T00:00:00.000000000,3
1247,2015-04-24T00:00:00.000000000,2015-04-27T00:00:00.000000000,3
1248,2015-05-01T00:00:00.000000000,2015-05-04T00:00:00.000000000,3
1249,2015-05-08T00:00:00.000000000,2015-05-11T00:00:00.000000000,3
1250,2015-05-15T00:00:00.000000000,2015-05-18T00:00:00.000000000,3
1251,2015-05-22T00:00:00.000000000,2015-05-25T00:00:00.000000000,3
1252,2015-05-29T00:00:00.000000000,2015-06-01T00:00:00.000000000,3
1253,2015-06-05T00:00:00.000000000,2015-06-08T00:00:00.000000000,3
1254,2015-06-12T00:00:00.000000000,2015-06-15T00:00:00.000000000,3
1255,2015-06-19T00:00:00.000000000,2015-06-22T00:00:00.000000000,3
1256,2015-06-26T00:00:00.000000000,2015-06-29T00:00:00.000000000,3
1257,2015-07-03T00:00:00.000000000,2015-07-06T00:00:00.000000000,3
1258,2015-07-10T00:00:00.000000000,2015-07-13T00:00:00.000000000,3
1259,2015-07-17T00:00:00.000000000,2015-07-20T00:00:00.000000000,3
1260,2015-07-24T00:00:00.000000000,2015-07-27T00:00:00.000000000,3
1261,2015-07-31T00:00:00.000000000,2015-08-03T00:00:00.000000000,3
1262,2015-08-07T00:00:00.000000000,2015-08-10T00:00:00.000000000,3
1263,2015-08-14T00:00:00.000000000,2015-08-17T00:00:00.000000000,3
1264,2015-08-21T00:00:00.000000000,2015-08-24T00:00:00.000000000,3
1265,2015-08-28T00:00:00.000000000,2015-08-31T00:00:00.000000000,3
1266,2015-09-04T00:00:00.000000000,2015-09-07T00:00:00.000000000,3
1267,2015-09-11T00:00:00.000000000,2015-09-14T00:00:00.000000000,3
1268,2015-09-18T00:00:00.000000000,2015-09-21T00:00:00.000000000,3
1269,2015-09-25T00:00:00.000000000,2015-09-28T00:00:00.000000000,3
1270,2015-10-02T00:00:00.000000000,2015-10-05T00:00:00.000000000,3
1271,2015-10-09T00:00:00.000000000,2015-10-12T00:00:00.000000000,3
1272,2015-10-16T00:00:00.000000000,2015-10-19T00:00:00.000000000,3
1273,2015-10-23T00:00:00.000000000,2015-10-26T00:00:00.000000000,3
1274,2015-10-30T00:00:00.000000000,2015-11-02T00:00:00.000000000,3
1275,2015-11-06T00:00:00.000000000,2015-11-09T00:00:00.000000000,3
1276,2015-11-13T00:00:00.000000000,2015-11-16T00:00:00.000000000,3
1277,2015-11-20T00:00:00.000000000,2015-11-23T00:00:00.000000000,3
1278,2015-11-27T00:00:00.000000000,2015-11-30T00:00:00.000000000,3
1279,2015-12-04T00:00:00.000000000,2015-12-07T00:00:00.000000000,3
1280,2015-12-11T00:00:00.000000000,2015-12-14T00:00:00.000000000,3
1281,2015-12-18T00:00:00.000000000,2015-12-21T00:00:00.000000000,3
1282,2015-12-25T00:00:00.000000000,2015-12-28T00:00:00.000000000,3
1283,2016-01-01T00:00:00.000000000,2016-01-04T00:00:00.000000000,3
1284,2016-01-08T00:00:00.000000000,2016-01-11T00:00:00.000000000,3
1285,2016-01-15T00:00:00.000000000,2016-01-18T00:00:00.000000000,3
1286,2016-01-22T00:00:00.000000000,2016-01-25T00:00:00.000000000,3
1287,2016-01-29T00:00:00.000000000,2016-02-01T00:00:00.000000000,3
1288,2016-02-05T00:00:00.000000000,2016-02-08T00:00:00.000000000,3
1289,2016-02-12T00:00:00.000000000,2016-02-15T00:00:00.000000000,3
1290,2016-02-19T00:00:00.000000000,2016-02-22T00:00:00.000000000,3
1291,2016-02-26T00:00:00.000000000,2016-02-29T00:00:00.000000000,3
1292,2016-03-04T00:00:00.000000000,2016-03-07T00:00:00.000000000,3
1293,2016-03-11T00:00:00.000000000,2016-03-14T00:00:00.000000000,3
1294,2016-03-18T00:00:00.000000000,2016-03-21T00:00:00.000000000,3
1295,2016-03-25T00:00:00.000000000,2016-03-28T00:00:00.000000000,3
1296,2016-04-01T00:00:00.000000000,2016-04-04T00:00:00.000000000,3
1297,2016-04-08T00:00:00.000000000,2016-04-11T00:00:00.000000000,3
1298,2016-04-15T00:00:00.000000000,2016-04-18T00:00:00.000000000,3
1299,2016-04-22T00:00:00.000000000,2016-04-25T00:00:00.000000000,3
1300,2016-04-29T00:00:00.000000000,2016-05-02T00:00:00.000000000,3
1301,2016-05-06T00:00:00.000000000,2016-05-09T00:00:00.000000000,3
1302,2016-05-13T00:00:00.000000000,2016-05-16T00:00:00.000000000,3
1303,2016-05-20T00:00:00.000000000,2016-05-23T00:00:00.000000000,3
1304,2016-05-27T00:00:00.000000000,2016-05-30T00:00:00.000000000,3
1305,2016-06-03T00:00:00.000000000,2016-06-06T00:00:00.000000000,3
1306,2016-06-10T00:00:00.000000000,2016-06-13T00:00:00.000000000,3
1307,2016-06-17T00:00:00.000000000,2016-06-20T00:00:00.000000000,3
1308,2016-06-24T00:00:00.000000000,2016-06-27T00:00:00.000000000,3
1309,2016-07-01T00:00:00.000000000,2016-07-04T00:00:00.000000000,3
1310,2016-07-08T00:00:00.000000000,2016-07-11T00:00:00.000000000,3
1311,2016-07-15T00:00:00.000000000,2016-07-18T00:00:00.000000000,3
1312,2016-07-22T00:00:00.000000000,2016-07-25T00:00:00.000000000,3
1313,2016-07-29T00:00:00.000000000,2016-08-01T00:00:00.000000000,3
1314,2016-08-05T00:00:00.000000000,2016-08-08T00:00:00.000000000,3
1315,2016-08-12T00:00:00.000000000,2016-08-15T00:00:00.000000000,3
1316,2016-08-19T00:00:00.000000000,2016-08-22T00:00:00.000000000,3
1317,2016-08-26T00:00:00.000000000,2016-08-29T00:00:00.000000000,3
1318,2016-09-02T00:00:00.000000000,2016-09-05T00:00:00.000000000,3
1319,2016-09-09T00:00:00.000000000,2016-09-12T00:00:00.000000000,3
1320,2016-09-16T00:00:00.000000000,2016-09-19T00:00:00.000000000,3
1321,2016-09-23T00:00:00.000000000,2016-09-26T00:00:00.000000000,3
1322,2016-09-30T00:00:00.000000000,2016-10-03T00:00:00.000000000,3
1323,2016-10-07T00:00:00.000000000,2016-10-10T00:00:00.000000000,3
1324,2016-10-14T00:00:00.000000000,2016-10-17T00:00:00.000000000,3
1325,2016-10-21T00:00:00.000000000,2016-10-24T00:00:00.000000000,3
1326,2016-10-28T00:00:00.000000000,2016-10-31T00:00:00.000000000,3
1327,2016-11-04T00:00:00.000000000,2016-11-07T00:00:00.000000000,3
1328,2016-11-11T00:00:00.000000000,2016-11-14T00:00:00.000000000,3
1329,2016-11-18T00:00:00.000000000,2016-11-21T00:00:00.000000000,3
1330,2016-11-25T00:00:00.000000000,2016-11-28T00:00:00.000000000,3
1331,2016-12-02T00:00:00.000000000,2016-12-05T00:00:00.000000000,3
1332,2016-12-09T00:00:00.000000000,2016-12-12T00:00:00.000000000,3
1333,2016-12-16T00:00:00.000000000,2016-12-19T00:00:00.000000000,3
1334,2016-12-23T00:00:00.000000000,2016-12-26T00:00:00.000000000,3
1335,2016-12-30T00:00:00.000000000,2017-01-02T00:00:00.000000000,3
1336,2017-01-06T00:00:00.000000000,2017-01-09T00:00:00.000000000,3
1337,2017-01-13T00:00:00.000000000,2017-01-16T00:00:00.000000000,3
1338,2017-01-20T00:00:00.000000000,2017-01-23T00:00:00.000000000,3
1339,2017-01-27T00:00:00.000000000,2017-01-30T00:00:00.000000000,3
1340,2017-02-03T00:00:00.000000000,2017-02-06T00:00:00.000000000,3
1341,2017-02-10T00:00:00.000000000,2017-02-13T00:00:00.000000000,3
1342,2017-02-17T00:00:00.000000000,2017-02-20T00:00:00.000000000,3
1343,2017-02-24T00:00:00.000000000,2017-02-27T00:00:00.000000000,3
1344,2017-03-03T00:00:00.000000000,2017-03-06T00:00:00.000000000,3
1345,2017-03-10T00:00:00.000000000,2017-03-13T00:00:00.000000000,3
1346,2017-03-17T00:00:00.000000000,2017-03-20T00:00:00.000000000,3
1347,2017-03-24T00:00:00.000000000,2017-03-27T00:00:00.000000000,3
1348,2017-03-31T00:00:00.000000000,2017-04-03T00:00:00.000000000,3
1349,2017-04-07T00:00:00.000000000,2017-04-10T00:00:00.000000000,3
1350,2017-04-14T00:00:00.000000000,2017-04-17T00:00:00.000000000,3
1351,2017-04-21T00:00:00.000000000,2017-04-24T00:00:00.000000000,3
1352,2017-04-28T00:00:00.000000000,2017-05-01T00:00:00.000000000,3
1353,2017-05-05T00:00:00.000000000,2017-05-08T00:00:00.000000000,3
1354,2017-05-12T00:00:00.000000000,2017-05-15T00:00:00.000000000,3
1355,2017-05-19T00:00:00.000000000,2017-05-22T00:00:00.000000000,3
1356,2017-05-26T00:00:00.000000000,2017-05-29T00:00:00.000000000,3
1357,2017-06-02T00:00:00.000000000,2017-06-05T00:00:00.000000000,3
1358,2017-06-09T00:00:00.000000000,2017-06-12T00:00:00.000000000,3
1359,2017-06-16T00:00:00.000000000,2017-06-19T00:00:00.000000000,3
1360,2017-06-23T00:00:00.000000000,2017-06-26T00:00:00.000000000,3
1361,2017-06-30T00:00:00.000000000,2017-07-03T00:00:00.000000000,3
1362,2017-07-07T00:00:00.000000000,2017-07-10T00:00:00.000000000,3
1363,2017-07-14T00:00:00.000000000,2017-07-17T00:00:00.000000000,3
1364,2017-07-21T00:00:00.000000000,2017-07-24T00:00:00.000000000,3
1365,2017-07-28T00:00:00.000000000,2017-07-31T00:00:00.000000000,3
1366,2017-08-04T00:00:00.000000000,2017-08-07T00:00:00.000000000,3
1367,2017-08-11T00:00:00.000000000,2017-08-14T00:00:00.000000000,3
1368,2017-08-18T00:00:00.000000000,2017-08-21T00:00:00.000000000,3
1369,2017-08-25T00:00:00.000000000,2017-08-28T00:00:00.000000000,3
1370,2017-09-01T00:00:00.000000000,2017-09-04T00:00:00.000000000,3
1371,2017-09-08T00:00:00.000000000,2017-09-11T00:00:00.000000000,3
1372,2017-09-15T00:00:00.000000000,2017-09-18T00:00:00.000000000,3
1373,2017-09-22T00:00:00.000000000,2017-09-25T00:00:00.000000000,3
1374,2017-09-29T00:00:00.000000000,2017-10-02T00:00:00.000000000,3
1375,2017-10-06T00:00:00.000000000,2017-10-09T00:00:00.000000000,3
1376,2017-10-13T00:00:00.000000000,2017-10-16T00:00:00.000000000,3
1377,2017-10-20T00:00:00.000000000,2017-10-23T00:00:00.000000000,3
1378,2017-10-27T00:00:00.000000000,2017-10-30T00:00:00.000000000,3
1379,2017-11-03T00:00:00.000000000,2017-11-06T00:00:00.000000000,3
1380,2017-11-10T00:00:00.000000000,2017-11-13T00:00:00.000000000,3
1381,2017-11-17T00:00:00.000000000,2017-11-20T00:00:00.000000000,3
1382,2017-11-24T00:00:00.000000000,2017-11-27T00:00:00.000000000,3
1383,2017-12-01T00:00:00.000000000,2017-12-04T00:00:00.000000000,3
1384,2017-12-08T00:00:00.000000000,2017-12-11T00:00:00.000000000,3
1385,2017-12-15T00:00:00.000000000,2017-12-18T00:00:00.000000000,3
1386,2017-12-22T00:00:00.000000000,2017-12-25T00:00:00.000000000,3
1387,2017-12-29T00:00:00.000000000,2018-01-01T00:00:00.000000000,3
1388,2018-01-05T00:00:00.000000000,2018-01-08T00:00:00.000000000,3
1389,2018-01-12T00:00:00.000000000,2018-01-15T00:00:00.000000000,3
1390,2018-01-19T00:00:00.000000000,2018-01-22T00:00:00.000000000,3
1391,2018-01-26T00:00:00.000000000,2018-01-29T00:00:00.000000000,3
1392,2018-02-02T00:00:00.000000000,2018-02-05T00:00:00.000000000,3
1393,2018-02-09T00:00:00.000000000,2018-02-12T00:00:00.000000000,3
1394,2018-02-16T00:00:00.000000000,2018-02-19T00:00:00.000000000,3
1395,2018-02-23T00:00:00.000000000,2018-02-26T00:00:00.000000000,3
1396,2018-03-02T00:00:00.000000000,2018-03-05T00:00:00.000000000,3
1397,2018-03-09T00:00:00.000000000,2018-03-12T00:00:00.000000000,3
1398,2018-03-16T00:00:00.000000000,2018-03-19T00:00:00.000000000,3
1399,2018-03-23T00:00:00.000000000,2018-03-26T00:00:00.000000000,3
1400,2018-03-30T00:00:00.000000000,2018-04-02T00:00:00.000000000,3
1401,2018-04-06T00:00:00.000000000,2018-04-09T00:00:00.000000000,3
1402,2018-04-13T00:00:00.000000000,2018-04-16T00:00:00.000000000,3
1403,2018-04-20T00:00:00.000000000,2018-04-23T00:00:00.000000000,3
1404,2018-04-27T00:00:00.000000000,2018-04-30T00:00:00.000000000,3
1405,2018-05-04T00:00:00.000000000,2018-05-07T00:00:00.000000000,3
1406,2018-05-11T00:00:00.000000000,2018-05-14T00:00:00.000000000,3
1407,2018-05-18T00:00:00.000000000,2018-05-21T00:00:00.000000000,3
1408,2018-05-25T00:00:00.000000000,2018-05-28T00:00:00.000000000,3
1409,2018-06-01T00:00:00.000000000,2018-06-04T00:00:00.000000000,3
1410,2018-06-08T00:00:00.000000000,2018-06-11T00:00:00.000000000,3
1411,2018-06-15T00:00:00.000000000,2018-06-18T00:00:00.000000000,3
1412,2018-06-22T00:00:00.000000000,2018-06-25T00:00:00.000000000,3
1413,2018-06-29T00:00:00.000000000,2018-07-02T00:00:00.000000000,3
1414,2018-07-06T00:00:00.000000000,2018-07-09T00:00:00.000000000,3
1415,2018-07-13T00:00:00.000000000,2018-07-16T00:00:00.000000000,3
1416,2018-07-20T00:00:00.000000000,2018-07-23T00:00:00.000000000,3
1417,2018-07-27T00:00:00.000000000,2018-07-30T00:00:00.000000000,3
1418,2018-08-03T00:00:00.000000000,2018-08-06T00:00:00.000000000,3
1419,2018-08-10T00:00:00.000000000,2018-08-13T00:00:00.000000000,3
1420,2018-08-17T00:00:00.000000000,2018-08-20T00:00:00.000000000,3
1421,2018-08-24T00:00:00.000000000,2018-08-27T00:00:00.000000000,3
1422,2018-08-31T00:00:00.000000000,2018-09-03T00:00:00.000000000,3
1423,2018-09-07T00:00:00.000000000,2018-09-10T00:00:00.000000000,3
1424,2018-09-14T00:00:00.000000000,2018-09-17T00:00:00.000000000,3
1425,2018-09-21T00:00:00.000000000,2018-09-24T00:00:00.000000000,3
1426,2018-09-28T00:00:00.000000000,2018-10-01T00:00:00.000000000,3
1427,2018-10-05T00:00:00.000000000,2018-10-08T00:00:00.000000000,3
1428,2018-10-12T00:00:00.000000000,2018-10-15T00:00:00.000000000,3
1429,2018-10-19T00:00:00.000000000,2018-10-22T00:00:00.000000000,3
1430,2018-10-26T00:00:00.000000000,2018-10-29T00:00:00.000000000,3
1431,2018-11-02T00:00:00.000000000,2018-11-05T00:00:00.000000000,3
1432,2018-11-09T00:00:00.000000000,2018-11-12T00:00:00.000000000,3
1433,2018-11-16T00:00:00.000000000,2018-11-19T00:00:00.000000000,3
1434,2018-11-23T00:00:00.000000000,2018-11-26T00:00:00.000000000,3
1435,2018-11-30T00:00:00.000000000,2018-12-03T00:00:00.000000000,3
1436,2018-12-07T00:00:00.000000000,2018-12-10T00:00:00.000000000,3
1437,2018-12-14T00:00:00.000000000,2018-12-17T00:00:00.000000000,3
1438,2018-12-21T00:00:00.000000000,2018-12-24T00:00:00.000000000,3
1439,2018-12-28T00:00:00.000000000,2018-12-31T00:00:00.000000000,3
1440,2019-01-04T00:00:00.000000000,2019-01-07T00:00:00.000000000,3
1441,2019-01-11T00:00:00.000000000,2019-01-14T00:00:00.000000000,3
1442,2019-01-18T00:00:00.000000000,2019-01-21T00:00:00.000000000,3
1443,2019-01-25T00:00:00.000000000,2019-01-28T00:00:00.000000000,3
1444,2019-02-01T00:00:00.000000000,2019-02-04T00:00:00.000000000,3
1445,2019-02-08T00:00:00.000000000,2019-02-11T00:00:00.000000000,3
1446,2019-02-15T00:00:00.000000000,2019-02-18T00:00:00.000000000,3
1447,2019-02-22T00:00:00.000000000,2019-02-25T00:00:00.000000000,3
1448,2019-03-01T00:00:00.000000000,2019-03-04T00:00:00.000000000,3
1449,2019-03-08T00:00:00.000000000,2019-03-11T00:00:00.000000000,3
1450,2019-03-15T00:00:00.000000000,2019-03-18T00:00:00.000000000,3
1451,2019-03-22T00:00:00.000000000,2019-03-25T00:00:00.000000000,3
1452,2019-03-29T00:00:00.000000000,2019-04-01T00:00:00.000000000,3
1453,2019-04-05T00:00:00.000000000,2019-04-08T00:00:00.000000000,3
1454,2019-04-12T00:00:00.000000000,2019-04-15T00:00:00.000000000,3
1455,2019-04-19T00:00:00.000000000,2019-04-22T00:00:00.000000000,3
1456,2019-04-26T00:00:00.000000000,2019-04-29T00:00:00.000000000,3
